ville,hotels,liens,lat,lon,description,score,meteo_score
Grenoble,Hôtel de l'Europe Grenoble hyper-centre,https://www.booking.com/hotel/fr/de-l-europe-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19035711,5.72733097,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel de l'Europe Grenoble hyper-centre ! Connectez-vous pour économiser.
Situé au cœur de Grenoble, l'Hôtel de l'Europe Grenoble hyper-centre est le plus ancien hôtel de la ville, installé dans un bâtiment datant du XVIIe siècle. Vous bénéficierez d'une connexion Wi-Fi gratuite.
Insonorisées et dotées de la climatisation, toutes les chambres sont équipées d'une télévision par satellite à écran plat avec les chaînes Bein Sports, Canal+ et Eurosport. Certaines possèdent un balcon offrant une vue sur la ville.
L'Hôtel de l'Europe Grenoble hyper-centre sert chaque matin un petit-déjeuner continental, que vous pourrez déguster en chambre sur demande.
L'Hôtel de l'Europe Grenoble hyper-centre est installé à 350 mètres du téléphérique qui monte à la Bastille. La gare de Grenoble est accessible à 1 km ou en 5 minutes en tramway. Enfin, un parking public est accessible à proximité. 
","8,4",21
Grenoble,Okko Hotels Grenoble Jardin Hoche,https://www.booking.com/hotel/fr/okko-hotels-grenoble-jardin-hoche.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.18495018,5.72598981,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Okko Hotels Grenoble Jardin Hoche ! Connectez-vous pour économiser.
Situé à Grenoble, à proximité immédiate du jardin Hoche, l’Okko Hotels Grenoble Jardin Hoche possède un sauna et une salle de sport. Cet hôtel design bénéficie d’une terrasse avec vue sur le parc Hoche, d’une réception ouverte 24h/24 et d’une connexion Wi-Fi gratuite.
Les chambres comprennent toutes la climatisation, une télévision à écran plat, un bureau et une machine à café. Leur salle de bains privative est pourvue d’une douche, d’un sèche-cheveux et d’articles de toilette gratuits.
Un petit-déjeuner buffet est servi chaque matin sur place. Des boissons sans alcool sont également proposées gratuitement toute la journée dans le salon. Le soir, vous pourrez profiter d'un buffet d'entrées avec des antipasti, des légumes frais, de délicieux dips et des produits de saison.
L’Okko Hotels Grenoble Jardin Hoche possède un salon club et une bibliothèque. L’hôtel est situé à 500 mètres du parc Paul-Mistral, à 50 mètres du centre commercial La Caserne de Bonne et à 1,5 km de la gare ferroviaire de Grenoble. 
","8,4",21
Grenoble,Residhotel Le Central'Gare,https://www.booking.com/hotel/fr/residhotel-le-central-gare.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19085898,5.71572438,"
Le Residhotel Le Central'Gare propose des hébergements indépendants avec une connexion Wi-Fi gratuite. Situé en face de la gare de Grenoble ainsi qu'à proximité de la place Grenette et de son atmosphère animée, l'établissement est très bien desservi par les transports en commun. Il possède une réception ouverte 24h/24 ainsi qu'une salle de réunion pouvant accueillir des réceptions ou des séminaires.
Tous les logements du Residhotel Le Central'Gare sont équipés d'un micro-ondes, d'un réfrigérateur, d'une machine à café, de plaques de cuisson et d'une bouilloire. Ils disposent aussi de la climatisation, d'un coin salon et d'une télévision à écran plat.
Le Residhotel Le Central'Gare sert un petit-déjeuner continental. Il se trouve à 10 minutes de marche du cœur de la ville, avec ses boutiques, ses musées et ses restaurants. Vous pourrez aussi vous y rendre en prenant le tramway à l'arrêt qui se situe juste devant l'hôtel.
L'aéroport le plus proche, l'aéroport de Grenoble Isère, est à 35 km. Un nombre limité de places de parking est disponible sur réservation et moyennant des frais supplémentaires. 
","7,7",21
Grenoble,Hôtel Victoria,https://www.booking.com/hotel/fr/victoria-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.18749400,5.72147200,"
Situé à Grenoble, à 1,1 km du WTC Grenoble, l'Hôtel Victoria propose des hébergements avec connexion Wi-Fi et parking privé gratuits. Toutes les chambres disposent d'une télévision par câble à écran plat et d'une salle de bains privative. L'hôtel dispose de chambres familiales.
Les chambres comprennent une armoire.
L'Hôtel Victoria sert un petit-déjeuner continental.
Vous séjournerez à proximité du stade des Alpes, de la Caserne de Bonne et de la place Victor Hugo. L'aéroport de Grenoble-Isère, le plus proche, est implanté à 45 km. 
","8,7",21
Grenoble,Residhome Grenoble Caserne De Bonne,https://www.booking.com/hotel/fr/residhome-prestige-grenoble-caserne-de-bonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.18346987,5.72433829,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Residhome Grenoble Caserne De Bonne ! Connectez-vous pour économiser.
Le Residhome Grenoble Caserne De Bonne est un établissement 4 étoiles situé à Grenoble, à seulement 10 minutes à pied du centre-ville. Il vous propose des hébergements dotés d’une connexion Wi-Fi gratuite et offrant une vue sur le Vercors et la chaîne de Belledonne.
Ces appartements disposent d’une cuisine entièrement équipée et d’une salle de bains privative. Ils sont également pourvus d’une télévision à écran plat et d’un bureau.
Lors de votre séjour, vous aurez accès au sauna et à la salle de sport. Le complexe hôtelier possède aussi un bar et une réception ouverte 24h/24. Par ailleurs, vous trouverez un centre commercial avec des boutiques et des restaurants à seulement 150 mètres.
Le Residhome Grenoble Caserne De Bonne se trouve à 15 minutes de marche de la gare SNCF et à seulement 3 minutes à pied de l’arrêt de tramway le plus proche. 
","7,8",21
Grenoble,1924 Hôtel-Adults Only,https://www.booking.com/hotel/fr/royal-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.18928483,5.71861982,"
Situé au cœur de Grenoble, à seulement 450 mètres de la gare SNCF, le 1924 Hôtel-Adults Only propose une connexion Wi-Fi gratuite. L'arrêt de tramway Alsace-Lorraine est à moins d'une minute à pied.
Toutes les chambres sont insonorisées et pourvues d’une télévision par satellite et d’une salle de bains privative. Elles sont desservies par un petit ascenseur.
Chaque matin, vous pourrez savourer un petit-déjeuner. Vous trouverez des restaurants dans les environs.
Vous pourrez explorer Grenoble à pied, grâce aux vélos disponibles ou à l'excellent réseau de transports en commun. Vous apprécierez l'arrêt de tramway situé à quelques pas de l'hôtel, qui vous permettra d'accéder facilement aux quartiers d'affaires et aux sites populaires de la ville. 
","8,5",21
Grenoble,The Originals Residence KOSY appart'hôtels - Les Cèdres,https://www.booking.com/hotel/fr/adagio-city-aparthotel-grenoble-berthelot.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.17894378,5.73206306,"
Vous pouvez bénéficier d'une réduction Genius dans l'établissement The Originals Residence KOSY appart'hôtels - Les Cèdres ! Connectez-vous pour économiser.
Le KOSY Appart'hôtels est situé à Grenoble, à seulement 10 minutes à pied du centre-ville et à 31 km des pistes de ski de Chamrousse.
Les studios et les appartements sont équipés d’une télévision par satellite, d’un micro-ondes, d’un lave-vaisselle, d’une machine à café et d’une connexion Wi-Fi gratuite.
Vous séjournerez à côté de l’arrêt de tramway Mounier, directement accessible depuis la gare. 
","7,5",21
Grenoble,Appartéa Grenoble Alpexpo,https://www.booking.com/hotel/fr/adagio-access-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.15999038,5.73111087,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appartéa Grenoble Alpexpo ! Connectez-vous ou inscrivez-vous pour économiser.
L'Appartéa Grenoble Alpexpo est situé à 400 mètres du parc des expositions SAEM Alpexpo, en face de l'arrêt de tramway Grand'Place. Il propose des studios et des appartements avec une connexion Internet gratuite.
Tous les logements comprennent la climatisation et une télévision par câble, ainsi qu'une cuisine équipée d'un micro-ondes, d'une cuisinière et d'un réfrigérateur.
Lors de votre séjour à l'Appartéa Grenoble Alpexpo, vous pourrez déguster chaque matin un petit-déjeuner buffet. De plus, vous bénéficierez d'un parking public sur place.
Enfin, facilement accessible depuis les autoroutes A480 et A41, l'Appartéa Grenoble Alpexpo se trouve à 1 heure en voiture de nombreuses stations de ski. 
","7,1",21
Grenoble,Hotel Mercure Grenoble Centre Président,https://www.booking.com/hotel/fr/grand-mercure-grenoble-president.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.17849379,5.72029755,"
Situé à 10 minutes du centre-ville de Grenoble, l'Hôtel Mercure Grenoble Centre Président est accessible en tramway et par d'autres transports en commun. L'établissement propose l'accès gratuit à sa salle de sport, sa piscine, son sauna et son jacuzzi.
Décorées dans un style contemporain, les chambres disposent de la climatisation, d'une télévision à écran plat, d'une connexion Wi-Fi gratuite, ainsi que d'une cafetière. Toutes sont pourvues d'une salle de bains privative.
Le restaurant du Président vous servira une cuisine française traditionnelle et des plats régionaux. Du lundi au vendredi soir, vous pourrez accompagner vos repas de l'un des nombreux crus de la carte des Grands Vins Mercure.
Vous pourrez déguster un verre de vin ou un cocktail au bar de l'hôtel, le Sirius. Affichant une décoration africaine, ce bar doté d'une terrasse organise des animations musicales ainsi que des soirées à thème. Vous pourrez profiter gratuitement d'un massage le mardi.
Un parking privé est disponible sur place moyennant des frais supplémentaires. 
","7,8",21
Grenoble,Le Hüb hostel - Grenoble,https://www.booking.com/hotel/fr/le-hub-hostel-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19287300,5.71191700,"
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Hüb hostel - Grenoble ! Connectez-vous pour économiser.
L’auberge de jeunesse Le Hüb hostel - Grenoble vous accueille à Grenoble, à 300 mètres du centre des congrès du WTC. Elle possède un bar, un parking privé, un salon commun, un jardin et une terrasse. Les chambres climatisées de cet établissement 3 étoiles sont pourvues d’une connexion Wi-Fi gratuite et de l’accès à une salle de bains commune. Sur place, vous pourrez profiter d’un karaoké et d’une réception ouverte 24h/24.
Tous les matins, cette auberge de jeunesse vous servira un petit-déjeuner continental.
Lors de votre séjour, vous aurez la possibilité de pratiquer plusieurs activités à Grenoble et dans les environs, telles que le ski.
L’établissement se trouve à 7 km du parc des expositions Alpexpo et à 3,8 km du stade des Alpes. L’aéroport de Grenoble-Alpes-Isère, le plus proche, est à 44 km du Hüb hostel - Grenoble. 
","7,6",21
Grenoble,Hotel Europole,https://www.booking.com/hotel/fr/europole.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19023755,5.71266398,"
L’Hotel Europole propose des hébergements dans le centre de Grenoble, à moins de 100 mètres de la gare SNCF et à 3 minutes de marche du palais de justice.
Les chambres sont modernes et disposent de la climatisation, d'une télévision à écran plat ainsi que d'une connexion Wi-Fi. Elles sont desservies par un ascenseur.
La réception de l’hôtel est ouverte 24h/24, et des services de blanchisserie ainsi que de nettoyage à sec sont assurés.
L’Hotel Europole se trouve à 45 km de l’aéroport de Grenoble-Isère. Un parking public est disponible sur place. 
","7,9",21
Grenoble,Hôtel Gloria,https://www.booking.com/hotel/fr/gallia-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19143788,5.71849845,"
L’Hôtel Gloria vous accueille dans le centre-ville de Grenoble, à 200 mètres de l’autoroute A48 et à 300 mètres de Grenoble École de management.
Chaque chambre climatisée dispose d’une salle de bains privative, d’une télévision par satellite et d’une connexion Wi-Fi.
Le matin, vous pourrez déguster un petit-déjeuner continental dans la salle à manger de l’établissement.
L’Hôtel Gloria se trouve à seulement 200 mètres de l’arrêt de tramway le plus proche, d’où vous pourrez rejoindre les différents quartiers de la ville. Vous logerez également à 1 km de la cathédrale de Grenoble et à 800 mètres du Musée dauphinois. La gare SNCF de Grenoble est située à seulement 200 mètres. 
","7,7",21
Grenoble,Hôtel Terminus,https://www.booking.com/hotel/fr/hotelterminus.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=529921784b97013c&srepoch=1656218739&from=searchresults#hotelTmpl,45.19107826,5.71559832,"
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Terminus ! Connectez-vous pour économiser.
Cet hôtel Best Western est situé à Grenoble, en face des gares routière et SNCF. Il propose des chambres climatisées et insonorisées avec télévision par satellite et connexion Wi-Fi gratuite.
Le Hôtel Terminus dispose d'une réception ouverte 24h/24 et d'un service de change.
Le Terminus se trouve à 5 minutes du World Trade Center et à 1 kilomètre de l'autoroute A48, qui offre un accès facile à Lyon et à Genève.
Vous pourrez utiliser le service de location de vélos et de voitures de l'hôtel pour découvrir Grenoble et la région Rhône-Alpes. 
","7,6",21
Lyon,Studio Part Dieu,https://www.booking.com/hotel/fr/appart-riboud-lyon.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=cbe9217d844301d9&srepoch=1656218747&from=searchresults#hotelTmpl,45.76223680,4.86439620,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Studio Part Dieu ! Connectez-vous ou inscrivez-vous pour économiser.
Le Studio Part Dieu est un hébergement indépendant situé à Lyon. Il se trouve à 600 mètres de la gare de Lyon-Part-Dieu et à 700 mètres de La Part-Dieu. Une connexion Wi-Fi est disponible gratuitement.
L'hébergement comprend une télévision à écran plat et un coin salon. La cuisine entièrement équipée comprend une cuisinière, une bouilloire électrique et un four micro-ondes. La salle de bains privative est pourvue d'une baignoire et d'une douche. Vous profiterez d'une vue sur la ville.
Le Studio Part Dieu possède un jardin.
Si vous souhaitez visiter les environs, ne manquez pas le musée des beaux-arts de Lyon (à 2,4 km) et le centre commercial Part Dieu (à 900 mètres). L'aéroport de Lyon-Saint-Exupéry est situé à 17 km et la gare de Lyon Perrache à 3,2 km. 
","8,5",19
Lyon,Blue Dream - Appartement 2beapart,https://www.booking.com/hotel/fr/blue-dream.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cbe9217d844301d9&srepoch=1656218747&from=searchresults#hotelTmpl,45.76740410,4.83213710,"

Vous pouvez bénéficier d'une réduction Genius dans l'établissement Blue Dream - Appartement 2beapart ! Connectez-vous pour économiser.
Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Blue Dream - Appartement 2beapart est un hébergement situé dans un quartier central de Lyon, à moins de 1 km du musée des beaux-arts de Lyon et à 16 minutes à pied du théâtre romain de Fourvière. Occupant un bâtiment datant du XIXe siècle, il se trouve à 6 km du musée des Confluences et à 1,1 km de l'opéra national de Lyon.
Cet appartement comprend 3 chambres, une télévision par satellite à écran plat, un lave-linge et 2 salles de bains pourvues d'une douche. Sa cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Les serviettes et le linge de lit sont fournis.
Vous séjournerez à proximité du musée Miniature et Cinéma, de la basilique Notre-Dame de Fourvière et de la place des Terreaux. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est implanté à 30 km. 
","9,2",19
Lyon,MEININGER Hotel Lyon Centre Berthelot,https://www.booking.com/hotel/fr/meininger-lyon-centre-berthelot.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=cbe9217d844301d9&srepoch=1656218747&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,45.74608300,4.83718700,"
Installé à Lyon, le MEININGER Hotel Lyon Centre Berthelot propose un bar, un parking privé, un salon commun et une terrasse. Il vous accueille à 200 mètres du musée de la Résistance et à 3,1 km de la basilique Notre-Dame de Fourvière.
Toutes les chambres disposent d’une télévision par câble à écran plat et d’une salle de bains privative.
Le matin, cet hôtel sert un petit-déjeuner buffet ou continental.
Vous profiterez également d’une réception ouverte 24h/24, d’une cuisine commune et d’un service de billetterie.
Le MEININGER Hotel Lyon Centre Berthelot se trouve à 2,9 km du musée des Beaux-Arts de Lyon, à 2,4 km du musée des Confluences et à 1,3 km de la gare de Lyon-Perrache. L’aéroport de Lyon-Saint-Exupéry, le plus proche, est situé à 26 km. 
","8,4",19
Lyon,Résidence Montempô Part Dieu,https://www.booking.com/hotel/fr/residence-hoteliere-temporim-part-dieu.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cbe9217d844301d9&srepoch=1656218747&from=searchresults#hotelTmpl,45.75916256,4.86523747,"
Située à Lyon, la Résidence Montempô Part Dieu propose des studios et des appartements entièrement équipés. Vous séjournerez à 400 mètres de la gare de Lyon-Part-Dieu et vous bénéficierez d'une connexion Wi-Fi gratuite.
Les studios et appartements climatisés comprennent un coin repas, une télévision à écran plat et un bureau. La kitchenette est équipée d'un micro-ondes, d'un réfrigérateur et de plaques de cuisson électriques. La salle de bains privative est pourvue d’une douche.
Chaque jour, le petit-déjeuner peut être livré en chambre moyennant des frais supplémentaires. Il se compose d'un croissant, de pain frais, d'un yaourt, de jus de fruits, d'une boisson chaude et de confitures.
Vous pourrez profiter d’un service de repassage et de blanchisserie moyennant des frais supplémentaires.
De nombreux cafés et restaurants sont accessibles en moins de 10 minutes de marche. Un parking privé est disponible dans le garage sur place. 
","7,6",19
Lyon,Greet Hotel Lyon Confluence,https://www.booking.com/hotel/fr/greet-hotel-lyon-confluence.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaE2IAQGYAQ24AQbIAQzYAQHoAQH4AQKIAgGoAgO4AuDI35UGwAIB0gIkMTA2N2I3ODItMWM0My00MjVlLWFiYzUtYjQyN2YyNjNkMWRj2AIF4AIB&sid=56f235526f1ec23245c69bbcac78e98d&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=cbe9217d844301d9&srepoch=1656218747&from=searchresults#hotelTmpl,45.74845800,4.82775300,"
Doté d'une terrasse, d'un restaurant et d'un bar, le Greet Hotel Lyon Confluence propose des hébergements avec une connexion Wi-Fi gratuite dans le quartier de la Presqu'île de Lyon. Situé à 18 minutes de marche de la place Bellecour, l'hôtel possède également une réception ouverte 24/24, une salle de sport et une bibliothèque.
Toutes ses chambres disposent de la climatisation et d'une télévision par satellite à écran plat. Elles comprennent aussi un plateau de courtoisie ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux.
Un petit-déjeuner buffet est servi chaque jour.
Vous pourrez rejoindre la basilique Notre-Dame de Fourvière et le musée des beaux-arts de Lyon en moins de 11 minutes en voiture. L'hôtel Greet Hotel Lyon Confluence se trouve par ailleurs à 24 minutes de route d'Eurexpo, à 230 mètres de la gare de Lyon-Perrache et à 31 km de l'aéroport de Lyon Saint-Saint-Exupéry. 
","8,0",19
